rule,mark,self_buy_floor,flow_mult,max_entry_mult,trail_pct,tp_mult,hard_stop_pct,time_stop_s,loop1_triggers,loop1_wins,loop1_pnl_usd,loop1_pnl_ex_best_usd,loop1_hits_caught,loop1_misses_entered,loop1_worst_usd,loop1_median_usd,loop2_triggers,loop2_wins,loop2_pnl_usd,loop2_pnl_ex_best_usd,loop2_hits_caught,loop2_misses_entered,loop2_worst_usd,loop2_median_usd,min_ex_best,total_pnl,wr
hold,180,0.2,1.5,5,0.4,5,0.3,900,5,4,407.43,207.38,4,1,-17.41,65.01,6,2,176.13,-119.01,2,4,-52.72,-16.28,-119.01,583.56,0.5454545454545454
hold,180,0.2,1.5,5,0.4,5,0.3,1800,5,4,478.89,267.7,4,1,-17.41,66.02,6,2,220.28,-74.86,2,4,-52.72,-14.29,-74.86,699.17,0.5454545454545454
hold,180,0.2,1.5,5,0.4,5,0.5,900,5,4,398.46,198.41,4,1,-26.38,65.01,6,2,176.13,-119.01,2,4,-52.72,-16.28,-119.01,574.5899999999999,0.5454545454545454
hold,180,0.2,1.5,5,0.4,5,0.5,1800,5,4,469.92,258.73,4,1,-26.38,66.02,6,2,220.28,-74.86,2,4,-52.72,-14.29,-74.86,690.2,0.5454545454545454
hold,180,0.2,1.5,5,0.5,0,0.3,900,5,4,311.96,169.91,4,1,-17.41,65.01,6,2,291.45,-119.01,2,4,-52.72,-16.28,-119.01,603.41,0.5454545454545454
hold,180,0.2,1.5,5,0.5,0,0.3,1800,5,4,828.83,172.23,4,1,-17.41,66.02,6,2,617.23,-74.86,2,4,-52.72,-14.29,-74.86,1446.06,0.5454545454545454
hold,180,0.2,1.5,5,0.5,0,0.5,900,5,4,302.99,160.94,4,1,-26.38,65.01,6,2,291.45,-119.01,2,4,-52.72,-16.28,-119.01,594.44,0.5454545454545454
hold,180,0.2,1.5,5,0.5,0,0.5,1800,5,4,819.86,163.26,4,1,-26.38,66.02,6,2,617.23,-74.86,2,4,-52.72,-14.29,-74.86,1437.0900000000001,0.5454545454545454
hold,180,0.2,1.5,5,0.5,5,0.3,900,5,4,407.43,207.38,4,1,-17.41,65.01,6,2,176.13,-119.01,2,4,-52.72,-16.28,-119.01,583.56,0.5454545454545454
hold,180,0.2,1.5,5,0.5,5,0.3,1800,5,4,478.89,267.7,4,1,-17.41,66.02,6,2,220.28,-74.86,2,4,-52.72,-14.29,-74.86,699.17,0.5454545454545454
hold,180,0.2,1.5,5,0.5,5,0.5,900,5,4,398.46,198.41,4,1,-26.38,65.01,6,2,176.13,-119.01,2,4,-52.72,-16.28,-119.01,574.5899999999999,0.5454545454545454
hold,180,0.2,1.5,5,0.5,5,0.5,1800,5,4,469.92,258.73,4,1,-26.38,66.02,6,2,220.28,-74.86,2,4,-52.72,-14.29,-74.86,690.2,0.5454545454545454
hold,180,0.35,1.5,0,0.4,0,0.3,900,10,6,403.78,261.73,9,1,-16.83,20.8,7,3,-122.56,-140.82,2,5,-52.72,-5.37,-140.82,281.21999999999997,0.5294117647058824
hold,180,0.35,1.5,0,0.4,0,0.3,1800,10,6,830.44,173.84,9,1,-16.83,16.22,7,3,-76.44,-134.86,2,5,-52.72,-1.38,-134.86,754.0,0.5294117647058824
hold,180,0.35,1.5,0,0.4,0,0.5,900,10,7,435.69,293.64,9,1,-16.57,20.8,7,3,-122.56,-140.82,2,5,-52.72,-5.37,-140.82,313.13,0.5882352941176471
hold,180,0.35,1.5,0,0.4,0,0.5,1800,10,6,831.0,174.4,9,1,-16.57,16.22,7,3,-76.44,-134.86,2,5,-52.72,-1.38,-134.86,754.56,0.5294117647058824
hold,180,0.35,1.5,0,0.4,5,0.3,900,10,6,474.23,274.18,9,1,-16.83,20.8,7,3,-122.56,-140.82,2,5,-52.72,-5.37,-140.82,351.67,0.5294117647058824
hold,180,0.35,1.5,0,0.4,5,0.3,1800,10,6,455.48,244.29,9,1,-16.83,16.22,7,3,-76.44,-134.86,2,5,-52.72,-1.38,-134.86,379.04,0.5294117647058824
hold,180,0.35,1.5,0,0.4,5,0.5,900,10,7,506.14,306.09,9,1,-16.57,20.8,7,3,-122.56,-140.82,2,5,-52.72,-5.37,-140.82,383.58,0.5882352941176471
hold,180,0.35,1.5,0,0.4,5,0.5,1800,10,7,3760.65,472.38,9,1,-16.57,20.34,7,3,-76.44,-134.86,2,5,-52.72,-1.38,-134.86,3684.21,0.5882352941176471
hold,180,0.35,1.5,0,0.5,0,0.3,900,10,7,398.32,256.27,9,1,-16.83,20.8,7,3,-104.15,-140.7,2,5,-52.72,-5.37,-140.7,294.16999999999996,0.5882352941176471
hold,180,0.35,1.5,0,0.5,0,0.3,1800,10,6,813.19,156.59,9,1,-16.83,15.82,7,3,-6.91,-94.58,2,5,-52.72,-1.38,-94.58,806.2800000000001,0.5294117647058824
hold,180,0.35,1.5,0,0.5,0,0.5,900,10,8,430.23,288.18,9,1,-16.57,20.8,7,3,-104.15,-140.7,2,5,-52.72,-5.37,-140.7,326.08000000000004,0.6470588235294118
hold,180,0.35,1.5,0,0.5,0,0.5,1800,10,6,813.75,157.15,9,1,-16.57,15.82,7,3,-6.91,-94.58,2,5,-52.72,-1.38,-94.58,806.84,0.5294117647058824
hold,180,0.35,1.5,0,0.5,5,0.3,900,10,7,493.79,293.74,9,1,-16.83,20.8,7,3,-104.15,-140.7,2,5,-52.72,-5.37,-140.7,389.64,0.5882352941176471
hold,180,0.35,1.5,0,0.5,5,0.3,1800,10,6,463.25,252.06,9,1,-16.83,15.82,7,3,-6.91,-94.58,2,5,-52.72,-1.38,-94.58,456.34,0.5294117647058824
hold,180,0.35,1.5,0,0.5,5,0.5,900,10,8,525.7,325.65,9,1,-16.57,20.8,7,3,-104.15,-140.7,2,5,-52.72,-5.37,-140.7,421.55000000000007,0.6470588235294118
hold,180,0.35,1.5,0,0.5,5,0.5,1800,10,7,3768.42,480.15,9,1,-16.57,23.33,7,3,-6.91,-94.58,2,5,-52.72,-1.38,-94.58,3761.51,0.5882352941176471
hold,180,0.35,1.5,3,0.4,0,0.3,900,1,1,17.73,0.0,1,0,17.73,17.73,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17.73,1.0
hold,180,0.35,1.5,3,0.4,0,0.3,1800,1,1,19.04,0.0,1,0,19.04,19.04,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19.04,1.0
hold,180,0.35,1.5,3,0.4,0,0.5,900,1,1,17.73,0.0,1,0,17.73,17.73,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17.73,1.0
hold,180,0.35,1.5,3,0.4,0,0.5,1800,1,1,19.04,0.0,1,0,19.04,19.04,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19.04,1.0
hold,180,0.35,1.5,3,0.4,5,0.3,900,1,1,17.73,0.0,1,0,17.73,17.73,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17.73,1.0
hold,180,0.35,1.5,3,0.4,5,0.3,1800,1,1,19.04,0.0,1,0,19.04,19.04,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19.04,1.0
hold,180,0.35,1.5,3,0.4,5,0.5,900,1,1,17.73,0.0,1,0,17.73,17.73,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17.73,1.0
hold,180,0.35,1.5,3,0.4,5,0.5,1800,1,1,19.04,0.0,1,0,19.04,19.04,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19.04,1.0
hold,180,0.35,1.5,3,0.5,0,0.3,900,1,1,17.73,0.0,1,0,17.73,17.73,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17.73,1.0
hold,180,0.35,1.5,3,0.5,0,0.3,1800,1,1,19.04,0.0,1,0,19.04,19.04,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19.04,1.0
hold,180,0.35,1.5,3,0.5,0,0.5,900,1,1,17.73,0.0,1,0,17.73,17.73,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17.73,1.0
hold,180,0.35,1.5,3,0.5,0,0.5,1800,1,1,19.04,0.0,1,0,19.04,19.04,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19.04,1.0
hold,180,0.35,1.5,3,0.5,5,0.3,900,1,1,17.73,0.0,1,0,17.73,17.73,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17.73,1.0
hold,180,0.35,1.5,3,0.5,5,0.3,1800,1,1,19.04,0.0,1,0,19.04,19.04,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19.04,1.0
hold,180,0.35,1.5,3,0.5,5,0.5,900,1,1,17.73,0.0,1,0,17.73,17.73,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17.73,1.0
hold,180,0.35,1.5,3,0.5,5,0.5,1800,1,1,19.04,0.0,1,0,19.04,19.04,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19.04,1.0
hold,180,0.35,1.5,5,0.4,0,0.3,900,3,3,289.38,147.33,3,0,17.73,129.6,4,1,-91.81,-110.07,1,3,-52.72,-28.68,-110.07,197.57,0.5714285714285714
hold,180,0.35,1.5,5,0.4,0,0.3,1800,3,3,805.24,148.64,3,0,19.04,129.6,4,1,-47.66,-106.08,1,3,-52.72,-26.68,-106.08,757.58,0.5714285714285714
hold,180,0.35,1.5,5,0.4,0,0.5,900,3,3,289.38,147.33,3,0,17.73,129.6,4,1,-91.81,-110.07,1,3,-52.72,-28.68,-110.07,197.57,0.5714285714285714
hold,180,0.35,1.5,5,0.4,0,0.5,1800,3,3,805.24,148.64,3,0,19.04,129.6,4,1,-47.66,-106.08,1,3,-52.72,-26.68,-106.08,757.58,0.5714285714285714
hold,180,0.35,1.5,5,0.4,5,0.3,900,3,3,359.83,159.78,3,0,17.73,142.05,4,1,-91.81,-110.07,1,3,-52.72,-28.68,-110.07,268.02,0.5714285714285714
hold,180,0.35,1.5,5,0.4,5,0.3,1800,3,3,430.28,219.09,3,0,19.04,200.05,4,1,-47.66,-106.08,1,3,-52.72,-26.68,-106.08,382.62,0.5714285714285714
hold,180,0.35,1.5,5,0.4,5,0.5,900,3,3,359.83,159.78,3,0,17.73,142.05,4,1,-91.81,-110.07,1,3,-52.72,-28.68,-110.07,268.02,0.5714285714285714
hold,180,0.35,1.5,5,0.4,5,0.5,1800,3,3,430.28,219.09,3,0,19.04,200.05,4,1,-47.66,-106.08,1,3,-52.72,-26.68,-106.08,382.62,0.5714285714285714
hold,180,0.35,1.5,5,0.5,0,0.3,900,3,3,264.36,122.31,3,0,17.73,104.58,4,1,-91.81,-110.07,1,3,-52.72,-28.68,-110.07,172.55,0.5714285714285714
hold,180,0.35,1.5,5,0.5,0,0.3,1800,3,3,780.22,123.62,3,0,19.04,104.58,4,1,-47.66,-106.08,1,3,-52.72,-26.68,-106.08,732.5600000000001,0.5714285714285714
hold,180,0.35,1.5,5,0.5,0,0.5,900,3,3,264.36,122.31,3,0,17.73,104.58,4,1,-91.81,-110.07,1,3,-52.72,-28.68,-110.07,172.55,0.5714285714285714
hold,180,0.35,1.5,5,0.5,0,0.5,1800,3,3,780.22,123.62,3,0,19.04,104.58,4,1,-47.66,-106.08,1,3,-52.72,-26.68,-106.08,732.5600000000001,0.5714285714285714
hold,180,0.35,1.5,5,0.5,5,0.3,900,3,3,359.83,159.78,3,0,17.73,142.05,4,1,-91.81,-110.07,1,3,-52.72,-28.68,-110.07,268.02,0.5714285714285714
hold,180,0.35,1.5,5,0.5,5,0.3,1800,3,3,430.28,219.09,3,0,19.04,200.05,4,1,-47.66,-106.08,1,3,-52.72,-26.68,-106.08,382.62,0.5714285714285714
hold,180,0.35,1.5,5,0.5,5,0.5,900,3,3,359.83,159.78,3,0,17.73,142.05,4,1,-91.81,-110.07,1,3,-52.72,-28.68,-110.07,268.02,0.5714285714285714
hold,180,0.35,1.5,5,0.5,5,0.5,1800,3,3,430.28,219.09,3,0,19.04,200.05,4,1,-47.66,-106.08,1,3,-52.72,-26.68,-106.08,382.62,0.5714285714285714
hold,300,0.2,1.5,0,0.4,0,0.3,900,14,10,404.57,293.35,12,2,-22.9,22.56,8,4,368.05,-156.53,3,5,-51.98,-8.54,-156.53,772.62,0.6363636363636364
hold,300,0.2,1.5,0,0.4,0,0.3,1800,14,9,714.62,311.8,12,2,-22.9,22.78,8,4,156.16,-112.84,3,5,-51.98,-7.65,-112.84,870.78,0.5909090909090909
hold,300,0.2,1.5,0,0.4,0,0.5,900,14,11,421.6,310.38,12,2,-30.59,22.56,8,4,382.09,-142.49,3,5,-51.98,-1.52,-142.49,803.69,0.6818181818181818
hold,300,0.2,1.5,0,0.4,0,0.5,1800,14,10,731.65,328.83,12,2,-30.59,22.78,8,5,189.48,-79.52,3,5,-51.98,4.13,-79.52,921.13,0.6818181818181818
hold,300,0.2,1.5,0,0.4,5,0.3,900,14,10,491.34,293.35,12,2,-22.9,22.56,8,4,67.1,-156.53,3,5,-51.98,-8.54,-156.53,558.4399999999999,0.6363636363636364
hold,300,0.2,1.5,0,0.4,5,0.3,1800,14,10,4177.71,609.62,12,2,-22.9,26.03,8,4,110.79,-112.84,3,5,-51.98,-7.65,-112.84,4288.5,0.6363636363636364
hold,300,0.2,1.5,0,0.4,5,0.5,900,14,11,508.37,310.38,12,2,-30.59,22.56,8,4,81.14,-142.49,3,5,-51.98,-1.52,-142.49,589.51,0.6818181818181818
hold,300,0.2,1.5,0,0.4,5,0.5,1800,14,11,4194.74,626.65,12,2,-30.59,26.03,8,5,144.11,-79.52,3,5,-51.98,4.13,-79.52,4338.849999999999,0.7272727272727273
hold,300,0.2,1.5,0,0.5,0,0.3,900,14,10,382.09,293.35,12,2,-22.9,22.56,8,4,368.05,-156.53,3,5,-51.98,-8.54,-156.53,750.14,0.6363636363636364
hold,300,0.2,1.5,0,0.5,0,0.3,1800,14,8,675.85,273.03,12,2,-22.9,19.93,8,4,426.29,-112.84,3,5,-51.98,-7.65,-112.84,1102.14,0.5454545454545454
hold,300,0.2,1.5,0,0.5,0,0.5,900,14,11,399.12,310.38,12,2,-30.59,22.56,8,4,382.09,-142.49,3,5,-51.98,-1.52,-142.49,781.21,0.6818181818181818
hold,300,0.2,1.5,0,0.5,0,0.5,1800,14,9,692.88,290.06,12,2,-30.59,19.93,8,5,459.61,-79.52,3,5,-51.98,4.13,-79.52,1152.49,0.6363636363636364
hold,300,0.2,1.5,0,0.5,5,0.3,900,14,10,491.34,293.35,12,2,-22.9,22.56,8,4,67.1,-156.53,3,5,-51.98,-8.54,-156.53,558.4399999999999,0.6363636363636364
hold,300,0.2,1.5,0,0.5,5,0.3,1800,14,9,4161.42,593.33,12,2,-22.9,26.16,8,4,110.79,-112.84,3,5,-51.98,-7.65,-112.84,4272.21,0.5909090909090909
hold,300,0.2,1.5,0,0.5,5,0.5,900,14,11,508.37,310.38,12,2,-30.59,22.56,8,4,81.14,-142.49,3,5,-51.98,-1.52,-142.49,589.51,0.6818181818181818
hold,300,0.2,1.5,0,0.5,5,0.5,1800,14,10,4178.45,610.36,12,2,-30.59,26.16,8,5,144.11,-79.52,3,5,-51.98,4.13,-79.52,4322.5599999999995,0.6818181818181818
hold,300,0.2,1.5,3,0.4,0,0.3,900,2,1,0.7,-22.9,1,1,-22.9,0.35,1,1,1.51,0.0,0,1,1.51,1.51,-22.9,2.21,0.6666666666666666
hold,300,0.2,1.5,3,0.4,0,0.3,1800,2,1,-1.62,-22.9,1,1,-22.9,-0.81,1,1,6.12,0.0,0,1,6.12,6.12,-22.9,4.5,0.6666666666666666
hold,300,0.2,1.5,3,0.4,0,0.5,900,2,1,-6.99,-30.59,1,1,-30.59,-3.5,1,1,1.51,0.0,0,1,1.51,1.51,-30.59,-5.48,0.6666666666666666
hold,300,0.2,1.5,3,0.4,0,0.5,1800,2,1,-9.31,-30.59,1,1,-30.59,-4.66,1,1,6.12,0.0,0,1,6.12,6.12,-30.59,-3.1900000000000004,0.6666666666666666
hold,300,0.2,1.5,3,0.4,5,0.3,900,2,1,0.7,-22.9,1,1,-22.9,0.35,1,1,1.51,0.0,0,1,1.51,1.51,-22.9,2.21,0.6666666666666666
hold,300,0.2,1.5,3,0.4,5,0.3,1800,2,1,-1.62,-22.9,1,1,-22.9,-0.81,1,1,6.12,0.0,0,1,6.12,6.12,-22.9,4.5,0.6666666666666666
hold,300,0.2,1.5,3,0.4,5,0.5,900,2,1,-6.99,-30.59,1,1,-30.59,-3.5,1,1,1.51,0.0,0,1,1.51,1.51,-30.59,-5.48,0.6666666666666666
hold,300,0.2,1.5,3,0.4,5,0.5,1800,2,1,-9.31,-30.59,1,1,-30.59,-4.66,1,1,6.12,0.0,0,1,6.12,6.12,-30.59,-3.1900000000000004,0.6666666666666666
hold,300,0.2,1.5,3,0.5,0,0.3,900,2,1,0.7,-22.9,1,1,-22.9,0.35,1,1,1.51,0.0,0,1,1.51,1.51,-22.9,2.21,0.6666666666666666
hold,300,0.2,1.5,3,0.5,0,0.3,1800,2,1,-1.62,-22.9,1,1,-22.9,-0.81,1,1,6.12,0.0,0,1,6.12,6.12,-22.9,4.5,0.6666666666666666
hold,300,0.2,1.5,3,0.5,0,0.5,900,2,1,-6.99,-30.59,1,1,-30.59,-3.5,1,1,1.51,0.0,0,1,1.51,1.51,-30.59,-5.48,0.6666666666666666
hold,300,0.2,1.5,3,0.5,0,0.5,1800,2,1,-9.31,-30.59,1,1,-30.59,-4.66,1,1,6.12,0.0,0,1,6.12,6.12,-30.59,-3.1900000000000004,0.6666666666666666
hold,300,0.2,1.5,3,0.5,5,0.3,900,2,1,0.7,-22.9,1,1,-22.9,0.35,1,1,1.51,0.0,0,1,1.51,1.51,-22.9,2.21,0.6666666666666666
hold,300,0.2,1.5,3,0.5,5,0.3,1800,2,1,-1.62,-22.9,1,1,-22.9,-0.81,1,1,6.12,0.0,0,1,6.12,6.12,-22.9,4.5,0.6666666666666666
hold,300,0.2,1.5,3,0.5,5,0.5,900,2,1,-6.99,-30.59,1,1,-30.59,-3.5,1,1,1.51,0.0,0,1,1.51,1.51,-30.59,-5.48,0.6666666666666666
hold,300,0.2,1.5,3,0.5,5,0.5,1800,2,1,-9.31,-30.59,1,1,-30.59,-4.66,1,1,6.12,0.0,0,1,6.12,6.12,-30.59,-3.1900000000000004,0.6666666666666666
hold,300,0.2,1.5,5,0.4,0,0.3,900,4,3,168.62,57.4,3,1,-22.9,40.15,4,3,488.8,-35.78,2,2,-51.98,8.1,-35.78,657.4200000000001,0.75
hold,300,0.2,1.5,5,0.4,0,0.3,1800,4,3,163.78,52.56,3,1,-22.9,37.73,4,3,275.14,6.14,2,2,-51.98,29.06,6.14,438.91999999999996,0.75
hold,300,0.2,1.5,5,0.4,0,0.5,900,4,3,160.93,49.71,3,1,-30.59,40.15,4,3,488.8,-35.78,2,2,-51.98,8.1,-35.78,649.73,0.75
hold,300,0.2,1.5,5,0.4,0,0.5,1800,4,3,156.09,44.87,3,1,-30.59,37.73,4,3,275.14,6.14,2,2,-51.98,29.06,6.14,431.23,0.75
hold,300,0.2,1.5,5,0.4,5,0.3,900,4,3,255.39,57.4,3,1,-22.9,40.15,4,3,187.85,-35.78,2,2,-51.98,8.1,-35.78,443.24,0.75
hold,300,0.2,1.5,5,0.4,5,0.3,1800,4,3,250.55,52.56,3,1,-22.9,37.73,4,3,229.77,6.14,2,2,-51.98,29.06,6.14,480.32000000000005,0.75
hold,300,0.2,1.5,5,0.4,5,0.5,900,4,3,247.7,49.71,3,1,-30.59,40.15,4,3,187.85,-35.78,2,2,-51.98,8.1,-35.78,435.54999999999995,0.75
hold,300,0.2,1.5,5,0.4,5,0.5,1800,4,3,242.86,44.87,3,1,-30.59,37.73,4,3,229.77,6.14,2,2,-51.98,29.06,6.14,472.63,0.75
hold,300,0.2,1.5,5,0.5,0,0.3,900,4,3,146.14,57.4,3,1,-22.9,40.15,4,3,488.8,-35.78,2,2,-51.98,8.1,-35.78,634.94,0.75
hold,300,0.2,1.5,5,0.5,0,0.3,1800,4,3,141.3,52.56,3,1,-22.9,37.73,4,3,545.27,6.14,2,2,-51.98,29.06,6.14,686.5699999999999,0.75
hold,300,0.2,1.5,5,0.5,0,0.5,900,4,3,138.45,49.71,3,1,-30.59,40.15,4,3,488.8,-35.78,2,2,-51.98,8.1,-35.78,627.25,0.75
hold,300,0.2,1.5,5,0.5,0,0.5,1800,4,3,133.61,44.87,3,1,-30.59,37.73,4,3,545.27,6.14,2,2,-51.98,29.06,6.14,678.88,0.75
hold,300,0.2,1.5,5,0.5,5,0.3,900,4,3,255.39,57.4,3,1,-22.9,40.15,4,3,187.85,-35.78,2,2,-51.98,8.1,-35.78,443.24,0.75
hold,300,0.2,1.5,5,0.5,5,0.3,1800,4,3,250.55,52.56,3,1,-22.9,37.73,4,3,229.77,6.14,2,2,-51.98,29.06,6.14,480.32000000000005,0.75
hold,300,0.2,1.5,5,0.5,5,0.5,900,4,3,247.7,49.71,3,1,-30.59,40.15,4,3,187.85,-35.78,2,2,-51.98,8.1,-35.78,435.54999999999995,0.75
hold,300,0.2,1.5,5,0.5,5,0.5,1800,4,3,242.86,44.87,3,1,-30.59,37.73,4,3,229.77,6.14,2,2,-51.98,29.06,6.14,472.63,0.75
hold,300,0.35,1.5,0,0.4,0,0.3,900,10,7,334.17,222.95,9,1,-22.58,35.3,7,3,-156.53,-171.22,2,5,-51.98,-17.45,-171.22,177.64000000000001,0.5882352941176471
hold,300,0.35,1.5,0,0.4,0,0.3,1800,10,6,531.9,129.08,9,1,-22.58,17.52,7,3,-112.84,-164.84,2,5,-51.98,-17.45,-164.84,419.05999999999995,0.5294117647058824
hold,300,0.35,1.5,0,0.4,0,0.5,900,10,8,358.89,247.67,9,1,-26.64,35.3,7,3,-142.49,-157.18,2,5,-51.98,-3.41,-157.18,216.39999999999998,0.6470588235294118
hold,300,0.35,1.5,0,0.4,0,0.5,1800,10,7,556.62,153.8,9,1,-26.64,17.52,7,4,-79.52,-131.52,2,5,-51.98,2.14,-131.52,477.1,0.6470588235294118
hold,300,0.35,1.5,0,0.4,5,0.3,900,10,7,420.94,222.95,9,1,-22.58,35.3,7,3,-156.53,-171.22,2,5,-51.98,-17.45,-171.22,264.40999999999997,0.5882352941176471
hold,300,0.35,1.5,0,0.4,5,0.3,1800,10,7,3994.99,426.9,9,1,-22.58,22.78,7,3,-112.84,-164.84,2,5,-51.98,-17.45,-164.84,3882.1499999999996,0.5882352941176471
hold,300,0.35,1.5,0,0.4,5,0.5,900,10,8,445.66,247.67,9,1,-26.64,35.3,7,3,-142.49,-157.18,2,5,-51.98,-3.41,-157.18,303.17,0.6470588235294118
hold,300,0.35,1.5,0,0.4,5,0.5,1800,10,8,4019.71,451.62,9,1,-26.64,22.78,7,4,-79.52,-131.52,2,5,-51.98,2.14,-131.52,3940.19,0.7058823529411765
hold,300,0.35,1.5,0,0.5,0,0.3,900,10,7,311.69,222.95,9,1,-22.58,35.3,7,3,-156.53,-171.22,2,5,-51.98,-17.45,-171.22,155.16,0.5882352941176471
hold,300,0.35,1.5,0,0.5,0,0.3,1800,10,5,493.13,90.31,9,1,-22.58,9.25,7,3,-112.84,-164.84,2,5,-51.98,-17.45,-164.84,380.28999999999996,0.47058823529411764
hold,300,0.35,1.5,0,0.5,0,0.5,900,10,8,336.41,247.67,9,1,-26.64,35.3,7,3,-142.49,-157.18,2,5,-51.98,-3.41,-157.18,193.92000000000002,0.6470588235294118
hold,300,0.35,1.5,0,0.5,0,0.5,1800,10,6,517.85,115.03,9,1,-26.64,13.33,7,4,-79.52,-131.52,2,5,-51.98,2.14,-131.52,438.33000000000004,0.5882352941176471
hold,300,0.35,1.5,0,0.5,5,0.3,900,10,7,420.94,222.95,9,1,-22.58,35.3,7,3,-156.53,-171.22,2,5,-51.98,-17.45,-171.22,264.40999999999997,0.5882352941176471
hold,300,0.35,1.5,0,0.5,5,0.3,1800,10,6,3978.7,410.61,9,1,-22.58,19.93,7,3,-112.84,-164.84,2,5,-51.98,-17.45,-164.84,3865.8599999999997,0.5294117647058824
hold,300,0.35,1.5,0,0.5,5,0.5,900,10,8,445.66,247.67,9,1,-26.64,35.3,7,3,-142.49,-157.18,2,5,-51.98,-3.41,-157.18,303.17,0.6470588235294118
hold,300,0.35,1.5,0,0.5,5,0.5,1800,10,7,4003.42,435.33,9,1,-26.64,19.93,7,4,-79.52,-131.52,2,5,-51.98,2.14,-131.52,3923.9,0.6470588235294118
hold,300,0.35,1.5,3,0.4,0,0.3,900,1,1,23.6,0.0,1,0,23.6,23.6,1,1,1.51,0.0,0,1,1.51,1.51,0.0,25.110000000000003,1.0
hold,300,0.35,1.5,3,0.4,0,0.3,1800,1,1,21.28,0.0,1,0,21.28,21.28,1,1,6.12,0.0,0,1,6.12,6.12,0.0,27.400000000000002,1.0
hold,300,0.35,1.5,3,0.4,0,0.5,900,1,1,23.6,0.0,1,0,23.6,23.6,1,1,1.51,0.0,0,1,1.51,1.51,0.0,25.110000000000003,1.0
hold,300,0.35,1.5,3,0.4,0,0.5,1800,1,1,21.28,0.0,1,0,21.28,21.28,1,1,6.12,0.0,0,1,6.12,6.12,0.0,27.400000000000002,1.0
hold,300,0.35,1.5,3,0.4,5,0.3,900,1,1,23.6,0.0,1,0,23.6,23.6,1,1,1.51,0.0,0,1,1.51,1.51,0.0,25.110000000000003,1.0
hold,300,0.35,1.5,3,0.4,5,0.3,1800,1,1,21.28,0.0,1,0,21.28,21.28,1,1,6.12,0.0,0,1,6.12,6.12,0.0,27.400000000000002,1.0
hold,300,0.35,1.5,3,0.4,5,0.5,900,1,1,23.6,0.0,1,0,23.6,23.6,1,1,1.51,0.0,0,1,1.51,1.51,0.0,25.110000000000003,1.0
hold,300,0.35,1.5,3,0.4,5,0.5,1800,1,1,21.28,0.0,1,0,21.28,21.28,1,1,6.12,0.0,0,1,6.12,6.12,0.0,27.400000000000002,1.0
hold,300,0.35,1.5,3,0.5,0,0.3,900,1,1,23.6,0.0,1,0,23.6,23.6,1,1,1.51,0.0,0,1,1.51,1.51,0.0,25.110000000000003,1.0
hold,300,0.35,1.5,3,0.5,0,0.3,1800,1,1,21.28,0.0,1,0,21.28,21.28,1,1,6.12,0.0,0,1,6.12,6.12,0.0,27.400000000000002,1.0
hold,300,0.35,1.5,3,0.5,0,0.5,900,1,1,23.6,0.0,1,0,23.6,23.6,1,1,1.51,0.0,0,1,1.51,1.51,0.0,25.110000000000003,1.0
hold,300,0.35,1.5,3,0.5,0,0.5,1800,1,1,21.28,0.0,1,0,21.28,21.28,1,1,6.12,0.0,0,1,6.12,6.12,0.0,27.400000000000002,1.0
hold,300,0.35,1.5,3,0.5,5,0.3,900,1,1,23.6,0.0,1,0,23.6,23.6,1,1,1.51,0.0,0,1,1.51,1.51,0.0,25.110000000000003,1.0
hold,300,0.35,1.5,3,0.5,5,0.3,1800,1,1,21.28,0.0,1,0,21.28,21.28,1,1,6.12,0.0,0,1,6.12,6.12,0.0,27.400000000000002,1.0
hold,300,0.35,1.5,3,0.5,5,0.5,900,1,1,23.6,0.0,1,0,23.6,23.6,1,1,1.51,0.0,0,1,1.51,1.51,0.0,25.110000000000003,1.0
hold,300,0.35,1.5,3,0.5,5,0.5,1800,1,1,21.28,0.0,1,0,21.28,21.28,1,1,6.12,0.0,0,1,6.12,6.12,0.0,27.400000000000002,1.0
hold,300,0.35,1.5,5,0.4,0,0.3,900,2,2,134.82,23.6,2,0,23.6,67.41,3,2,-35.78,-50.47,1,2,-51.98,1.51,-50.47,99.03999999999999,0.8
hold,300,0.35,1.5,5,0.4,0,0.3,1800,2,2,132.5,21.28,2,0,21.28,66.25,3,2,6.14,-45.86,1,2,-51.98,6.12,-45.86,138.64,0.8
hold,300,0.35,1.5,5,0.4,0,0.5,900,2,2,134.82,23.6,2,0,23.6,67.41,3,2,-35.78,-50.47,1,2,-51.98,1.51,-50.47,99.03999999999999,0.8
