mark,self_buy_floor,trail_pct,tp_mult,hard_stop_pct,time_stop_s,triggers,wins,pnl_usd,avg_usd,median_usd,worst_usd,hits_caught,hits_total,misses_entered,pnl_ex_best_usd
180,0.35,0.4,0,0.4,1800,10,6,831.0,83.1,16.22,-16.57,9,18,1,174.4
180,0.35,0.4,0,0.5,900,10,7,435.69,43.57,20.8,-16.57,9,18,1,293.64
180,0.35,0.4,0,0.5,1800,10,6,831.0,83.1,16.22,-16.57,9,18,1,174.4
180,0.35,0.4,3,0.4,900,10,7,441.9,44.19,20.8,-16.57,9,18,1,271.49
180,0.35,0.4,3,0.4,1800,10,7,3687.11,368.71,20.34,-16.57,9,18,1,398.84
180,0.35,0.4,3,0.5,900,10,7,441.9,44.19,20.8,-16.57,9,18,1,271.49
180,0.35,0.4,3,0.5,1800,10,7,3687.11,368.71,20.34,-16.57,9,18,1,398.84
180,0.35,0.4,5,0.4,900,10,7,506.14,50.61,20.8,-16.57,9,18,1,306.09
180,0.35,0.4,5,0.4,1800,10,7,3760.65,376.06,20.34,-16.57,9,18,1,472.38
180,0.35,0.4,5,0.5,900,10,7,506.14,50.61,20.8,-16.57,9,18,1,306.09
180,0.35,0.4,5,0.5,1800,10,7,3760.65,376.06,20.34,-16.57,9,18,1,472.38
180,0.35,0.5,0,0.4,900,10,8,430.23,43.02,20.8,-16.57,9,18,1,288.18
180,0.35,0.5,0,0.4,1800,10,6,813.75,81.38,15.82,-16.57,9,18,1,157.15
180,0.35,0.5,0,0.5,900,10,8,430.23,43.02,20.8,-16.57,9,18,1,288.18
180,0.35,0.5,0,0.5,1800,10,6,813.75,81.38,15.82,-16.57,9,18,1,157.15
180,0.35,0.5,3,0.4,900,10,8,461.46,46.15,20.8,-16.57,9,18,1,291.05
180,0.35,0.5,3,0.4,1800,10,7,3705.27,370.53,30.06,-16.57,9,18,1,417.0
180,0.35,0.5,3,0.5,900,10,8,461.46,46.15,20.8,-16.57,9,18,1,291.05
180,0.35,0.5,3,0.5,1800,10,7,3705.27,370.53,30.06,-16.57,9,18,1,417.0
180,0.35,0.5,5,0.4,900,10,8,525.7,52.57,20.8,-16.57,9,18,1,325.65
180,0.35,0.5,5,0.4,1800,10,7,3768.42,376.84,23.33,-16.57,9,18,1,480.15
180,0.35,0.5,5,0.5,900,10,8,525.7,52.57,20.8,-16.57,9,18,1,325.65
180,0.35,0.5,5,0.5,1800,10,7,3768.42,376.84,23.33,-16.57,9,18,1,480.15
180,0.5,0.3,0,0.4,900,8,3,83.84,10.48,-1.67,-16.57,7,18,1,0.5
180,0.5,0.3,0,0.4,1800,8,2,52.49,6.56,-4.8,-16.57,7,18,1,-30.85
180,0.5,0.3,0,0.5,900,8,3,83.84,10.48,-1.67,-16.57,7,18,1,0.5
180,0.5,0.3,0,0.5,1800,8,2,52.49,6.56,-4.8,-16.57,7,18,1,-30.85
180,0.5,0.3,3,0.4,900,8,3,107.95,13.49,-1.67,-16.57,7,18,1,0.5
180,0.5,0.3,3,0.4,1800,8,3,3381.21,422.65,-1.67,-16.57,7,18,1,92.94
180,0.5,0.3,3,0.5,900,8,3,107.95,13.49,-1.67,-16.57,7,18,1,0.5
180,0.5,0.3,3,0.5,1800,8,3,3381.21,422.65,-1.67,-16.57,7,18,1,92.94
180,0.5,0.3,5,0.4,900,8,3,83.84,10.48,-1.67,-16.57,7,18,1,0.5
180,0.5,0.3,5,0.4,1800,8,3,3357.1,419.64,-1.67,-16.57,7,18,1,68.83
180,0.5,0.3,5,0.5,900,8,3,83.84,10.48,-1.67,-16.57,7,18,1,0.5
180,0.5,0.3,5,0.5,1800,8,3,3357.1,419.64,-1.67,-16.57,7,18,1,68.83
180,0.5,0.4,0,0.4,900,8,5,288.36,36.04,19.44,-16.57,7,18,1,146.31
180,0.5,0.4,0,0.4,1800,8,4,682.36,85.3,6.68,-16.57,7,18,1,25.76
180,0.5,0.4,0,0.5,900,8,5,288.36,36.04,19.44,-16.57,7,18,1,146.31
180,0.5,0.4,0,0.5,1800,8,4,682.36,85.3,6.68,-16.57,7,18,1,25.76
180,0.5,0.4,3,0.4,900,8,5,253.76,31.72,19.44,-16.57,7,18,1,146.31
180,0.5,0.4,3,0.4,1800,8,5,3497.66,437.21,17.52,-16.57,7,18,1,209.39
180,0.5,0.4,3,0.5,900,8,5,253.76,31.72,19.44,-16.57,7,18,1,146.31
180,0.5,0.4,3,0.5,1800,8,5,3497.66,437.21,17.52,-16.57,7,18,1,209.39
180,0.5,0.4,5,0.4,900,8,5,288.36,36.04,19.44,-16.57,7,18,1,146.31
180,0.5,0.4,5,0.4,1800,8,5,3541.56,442.7,17.52,-16.57,7,18,1,253.29
180,0.5,0.4,5,0.5,900,8,5,288.36,36.04,19.44,-16.57,7,18,1,146.31
180,0.5,0.4,5,0.5,1800,8,5,3541.56,442.7,17.52,-16.57,7,18,1,253.29
180,0.5,0.5,0,0.4,900,8,6,307.92,38.49,19.44,-16.57,7,18,1,165.87
180,0.5,0.5,0,0.4,1800,8,4,690.13,86.27,2.59,-16.57,7,18,1,33.53
180,0.5,0.5,0,0.5,900,8,6,307.92,38.49,19.44,-16.57,7,18,1,165.87
180,0.5,0.5,0,0.5,1800,8,4,690.13,86.27,2.59,-16.57,7,18,1,33.53
180,0.5,0.5,3,0.4,900,8,6,273.32,34.16,19.44,-16.57,7,18,1,165.87
180,0.5,0.5,3,0.4,1800,8,5,3515.82,439.48,26.84,-16.57,7,18,1,227.55
180,0.5,0.5,3,0.5,900,8,6,273.32,34.16,19.44,-16.57,7,18,1,165.87
180,0.5,0.5,3,0.5,1800,8,5,3515.82,439.48,26.84,-16.57,7,18,1,227.55
180,0.5,0.5,5,0.4,900,8,6,307.92,38.49,19.44,-16.57,7,18,1,165.87
180,0.5,0.5,5,0.4,1800,8,5,3549.33,443.67,20.1,-16.57,7,18,1,261.06
180,0.5,0.5,5,0.5,900,8,6,307.92,38.49,19.44,-16.57,7,18,1,165.87
180,0.5,0.5,5,0.5,1800,8,5,3549.33,443.67,20.1,-16.57,7,18,1,261.06
