dev,mark,column,hits_n,hits_med,hits_p25,hits_p75,miss_n,miss_med,miss_p25,miss_p75
retardmode,1m,member_buy_sol_1m,4,0.0,0.0,0.24691358,15,0.0,0.0,0.0
retardmode,1m,outside_buy_sol_1m,4,6.682298770385839,5.4341732135,15.780412106828758,15,30.57597460411936,11.266213686499999,59.000172404
retardmode,1m,top10_share_1m,4,0.9606502787057911,0.9166559099296434,1.0,14,0.8509196825791275,0.7430590799766289,0.9852577546661558
retardmode,1m,n_net_long_1m,4,15.0,5.5,28.75,15,18.0,9.0,31.5
retardmode,1m,mult_30s,4,1.1022223820754065,1.0497105394909414,1.4493634176694674,15,1.4070735360032964,1.1145242494666336,1.6978776649836143
retardmode,1m,mult_60s,4,1.9598367339972644,1.5161692187426568,2.7580746265182285,15,1.2911771856203056,1.1145242494666336,2.4627733295789245
retardmode,1m,dev_sold_by_60s (share true),4,0.0,,,15,0.5333333333333333,,
retardmode,1m,member_buy_by_1m (share true),4,0.25,,,15,0.0,,
retardmode,5m,dev_sold_share_120s,4,0.0,0.0,0.0,15,0.7606367201971358,0.24999999999999742,1.0
retardmode,5m,dev_sold_share_300s,4,0.0,0.0,0.0,15,0.8945312499999986,0.49999999999999745,1.0
retardmode,5m,sol_in_5m,4,68.50465143849999,31.855926960999998,108.98471493982237,15,49.12560263703248,24.319941054000004,100.24560140250001
retardmode,5m,sol_out_5m,4,18.36488687219569,9.4547732215,30.90603241329353,15,48.70976001800001,16.961973204000003,83.36798222165469
retardmode,5m,net_sol_5m,4,42.7628431225,22.401153739499996,70.70176108272453,15,6.496325079999991,1.2960043997618271,18.032006501000012
retardmode,5m,n_buys_5m,4,99.5,63.75,127.5,15,65.0,42.5,195.0
retardmode,5m,n_wallets_5m,4,82.5,61.75,96.25,15,58.0,33.0,134.5
retardmode,5m,member_buy_sol_5m,4,0.4780101225001979,0.0,0.9639287637502969,15,0.0,0.0,0.0
retardmode,5m,member_buyers_5m,4,0.5,0.0,1.0,15,0.0,0.0,0.0
retardmode,5m,outside_buy_sol_5m,4,48.389829526,19.850625079000004,77.76911301082883,15,39.34472562177719,22.341059315,89.82664628100001
retardmode,5m,top10_share_5m,4,0.889081782672762,0.8626775862427651,0.911522463139224,14,0.9752964452635882,0.6862288662688576,1.0
retardmode,5m,n_net_long_5m,4,44.5,32.0,56.75,15,9.0,2.0,30.5
retardmode,5m,mult_120s,4,2.554620972963959,2.1104044000351743,3.124188924981013,15,1.2827501391801557,1.1145242494666336,2.0847276861340136
retardmode,5m,mult_300s,4,3.553541930951242,2.2398876953551308,4.9518800626806145,15,1.5762437961845925,1.0951973992876658,1.9042819771115362
retardmode,5m,dev_sold_by_120s (share true),4,0.0,,,15,0.7333333333333333,,
retardmode,5m,dev_sold_by_300s (share true),4,0.0,,,15,0.8,,
retardmode,5m,member_buy_by_5m (share true),4,0.5,,,15,0.13333333333333333,,
