mark,self_buy_floor,trail_pct,tp_mult,hard_stop_pct,time_stop_s,triggers,wins,pnl_usd,avg_usd,median_usd,worst_usd,hits_caught,hits_total,misses_entered,pnl_ex_best_usd
180,0.35,0.4,0,0.4,900,7,3,-122.56,-17.51,-5.37,-52.72,2,24,5,-140.82
180,0.35,0.4,0,0.4,1800,7,3,-76.44,-10.92,-1.38,-52.72,2,24,5,-134.86
180,0.35,0.4,0,0.5,900,7,3,-122.56,-17.51,-5.37,-52.72,2,24,5,-140.82
180,0.35,0.4,0,0.5,1800,7,3,-76.44,-10.92,-1.38,-52.72,2,24,5,-134.86
180,0.35,0.4,3,0.4,900,7,3,-122.56,-17.51,-5.37,-52.72,2,24,5,-140.82
180,0.35,0.4,3,0.4,1800,7,3,-76.44,-10.92,-1.38,-52.72,2,24,5,-134.86
180,0.35,0.4,3,0.5,900,7,3,-122.56,-17.51,-5.37,-52.72,2,24,5,-140.82
180,0.35,0.4,3,0.5,1800,7,3,-76.44,-10.92,-1.38,-52.72,2,24,5,-134.86
180,0.35,0.4,5,0.4,900,7,3,-122.56,-17.51,-5.37,-52.72,2,24,5,-140.82
180,0.35,0.4,5,0.4,1800,7,3,-76.44,-10.92,-1.38,-52.72,2,24,5,-134.86
180,0.35,0.4,5,0.5,900,7,3,-122.56,-17.51,-5.37,-52.72,2,24,5,-140.82
180,0.35,0.4,5,0.5,1800,7,3,-76.44,-10.92,-1.38,-52.72,2,24,5,-134.86
180,0.35,0.5,0,0.4,900,7,3,-104.15,-14.88,-5.37,-52.72,2,24,5,-140.7
180,0.35,0.5,0,0.4,1800,7,3,-6.91,-0.99,-1.38,-52.72,2,24,5,-94.58
180,0.35,0.5,0,0.5,900,7,3,-104.15,-14.88,-5.37,-52.72,2,24,5,-140.7
180,0.35,0.5,0,0.5,1800,7,3,-6.91,-0.99,-1.38,-52.72,2,24,5,-94.58
180,0.35,0.5,3,0.4,900,7,3,-104.15,-14.88,-5.37,-52.72,2,24,5,-140.7
180,0.35,0.5,3,0.4,1800,7,3,-6.91,-0.99,-1.38,-52.72,2,24,5,-94.58
180,0.35,0.5,3,0.5,900,7,3,-104.15,-14.88,-5.37,-52.72,2,24,5,-140.7
180,0.35,0.5,3,0.5,1800,7,3,-6.91,-0.99,-1.38,-52.72,2,24,5,-94.58
180,0.35,0.5,5,0.4,900,7,3,-104.15,-14.88,-5.37,-52.72,2,24,5,-140.7
180,0.35,0.5,5,0.4,1800,7,3,-6.91,-0.99,-1.38,-52.72,2,24,5,-94.58
180,0.35,0.5,5,0.5,900,7,3,-104.15,-14.88,-5.37,-52.72,2,24,5,-140.7
180,0.35,0.5,5,0.5,1800,7,3,-6.91,-0.99,-1.38,-52.72,2,24,5,-94.58
180,0.5,0.3,0,0.4,900,6,3,-55.74,-9.29,-1.14,-51.98,2,24,4,-87.98
180,0.5,0.3,0,0.4,1800,6,3,-9.62,-1.6,1.84,-51.98,2,24,4,-68.04
180,0.5,0.3,0,0.5,900,6,3,-55.74,-9.29,-1.14,-51.98,2,24,4,-87.98
180,0.5,0.3,0,0.5,1800,6,3,-9.62,-1.6,1.84,-51.98,2,24,4,-68.04
180,0.5,0.3,3,0.4,900,6,3,-55.74,-9.29,-1.14,-51.98,2,24,4,-87.98
180,0.5,0.3,3,0.4,1800,6,3,-9.62,-1.6,1.84,-51.98,2,24,4,-68.04
180,0.5,0.3,3,0.5,900,6,3,-55.74,-9.29,-1.14,-51.98,2,24,4,-87.98
180,0.5,0.3,3,0.5,1800,6,3,-9.62,-1.6,1.84,-51.98,2,24,4,-68.04
180,0.5,0.3,5,0.4,900,6,3,-55.74,-9.29,-1.14,-51.98,2,24,4,-87.98
180,0.5,0.3,5,0.4,1800,6,3,-9.62,-1.6,1.84,-51.98,2,24,4,-68.04
180,0.5,0.3,5,0.5,900,6,3,-55.74,-9.29,-1.14,-51.98,2,24,4,-87.98
180,0.5,0.3,5,0.5,1800,6,3,-9.62,-1.6,1.84,-51.98,2,24,4,-68.04
180,0.5,0.4,0,0.4,900,6,3,-69.84,-11.64,-1.14,-51.98,2,24,4,-88.1
180,0.5,0.4,0,0.4,1800,6,3,-23.72,-3.95,1.84,-51.98,2,24,4,-82.14
180,0.5,0.4,0,0.5,900,6,3,-69.84,-11.64,-1.14,-51.98,2,24,4,-88.1
180,0.5,0.4,0,0.5,1800,6,3,-23.72,-3.95,1.84,-51.98,2,24,4,-82.14
180,0.5,0.4,3,0.4,900,6,3,-69.84,-11.64,-1.14,-51.98,2,24,4,-88.1
180,0.5,0.4,3,0.4,1800,6,3,-23.72,-3.95,1.84,-51.98,2,24,4,-82.14
180,0.5,0.4,3,0.5,900,6,3,-69.84,-11.64,-1.14,-51.98,2,24,4,-88.1
180,0.5,0.4,3,0.5,1800,6,3,-23.72,-3.95,1.84,-51.98,2,24,4,-82.14
180,0.5,0.4,5,0.4,900,6,3,-69.84,-11.64,-1.14,-51.98,2,24,4,-88.1
180,0.5,0.4,5,0.4,1800,6,3,-23.72,-3.95,1.84,-51.98,2,24,4,-82.14
180,0.5,0.4,5,0.5,900,6,3,-69.84,-11.64,-1.14,-51.98,2,24,4,-88.1
180,0.5,0.4,5,0.5,1800,6,3,-23.72,-3.95,1.84,-51.98,2,24,4,-82.14
180,0.5,0.5,0,0.4,900,6,3,-51.43,-8.57,-1.14,-51.98,2,24,4,-87.98
180,0.5,0.5,0,0.4,1800,6,3,45.81,7.63,1.84,-51.98,2,24,4,-41.86
180,0.5,0.5,0,0.5,900,6,3,-51.43,-8.57,-1.14,-51.98,2,24,4,-87.98
180,0.5,0.5,0,0.5,1800,6,3,45.81,7.63,1.84,-51.98,2,24,4,-41.86
180,0.5,0.5,3,0.4,900,6,3,-51.43,-8.57,-1.14,-51.98,2,24,4,-87.98
180,0.5,0.5,3,0.4,1800,6,3,45.81,7.63,1.84,-51.98,2,24,4,-41.86
180,0.5,0.5,3,0.5,900,6,3,-51.43,-8.57,-1.14,-51.98,2,24,4,-87.98
180,0.5,0.5,3,0.5,1800,6,3,45.81,7.63,1.84,-51.98,2,24,4,-41.86
180,0.5,0.5,5,0.4,900,6,3,-51.43,-8.57,-1.14,-51.98,2,24,4,-87.98
180,0.5,0.5,5,0.4,1800,6,3,45.81,7.63,1.84,-51.98,2,24,4,-41.86
180,0.5,0.5,5,0.5,900,6,3,-51.43,-8.57,-1.14,-51.98,2,24,4,-87.98
180,0.5,0.5,5,0.5,1800,6,3,45.81,7.63,1.84,-51.98,2,24,4,-41.86
