mark,self_buy_floor,trail_pct,tp_mult,hard_stop_pct,time_stop_s,triggers,wins,pnl_usd,avg_usd,median_usd,worst_usd,hits_caught,hits_total,misses_entered,pnl_ex_best_usd
dev,0.2,0.5,0,0.4,1800,9,5,793.21,88.13,2.93,-52.18,3,24,6,13.2
dev,0.2,0.5,0,0.5,900,9,4,280.27,31.14,-1.42,-52.18,3,24,6,-129.71
dev,0.2,0.5,0,0.5,1800,9,5,793.21,88.13,2.93,-52.18,3,24,6,13.2
dev,0.2,0.5,3,0.4,900,9,4,76.48,8.5,-1.42,-52.18,3,24,6,-57.6
dev,0.2,0.5,3,0.4,1800,9,5,123.31,13.7,2.93,-52.18,3,24,6,-10.77
dev,0.2,0.5,3,0.5,900,9,4,76.48,8.5,-1.42,-52.18,3,24,6,-57.6
dev,0.2,0.5,3,0.5,1800,9,5,123.31,13.7,2.93,-52.18,3,24,6,-10.77
dev,0.2,0.5,5,0.4,900,9,4,206.58,22.95,-1.42,-52.18,3,24,6,-129.71
dev,0.2,0.5,5,0.4,1800,9,5,349.49,38.83,2.93,-52.18,3,24,6,13.2
dev,0.2,0.5,5,0.5,900,9,4,206.58,22.95,-1.42,-52.18,3,24,6,-129.71
dev,0.2,0.5,5,0.5,1800,9,5,349.49,38.83,2.93,-52.18,3,24,6,13.2
dev,0.35,0.3,0,0.4,900,7,3,-77.46,-11.07,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.3,0,0.4,1800,7,4,-30.63,-4.38,2.93,-52.18,2,24,5,-89.65
dev,0.35,0.3,0,0.5,900,7,3,-77.46,-11.07,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.3,0,0.5,1800,7,4,-30.63,-4.38,2.93,-52.18,2,24,5,-89.65
dev,0.35,0.3,3,0.4,900,7,3,-30.4,-4.34,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.3,3,0.4,1800,7,4,16.43,2.35,2.93,-52.18,2,24,5,-86.14
dev,0.35,0.3,3,0.5,900,7,3,-30.4,-4.34,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.3,3,0.5,1800,7,4,16.43,2.35,2.93,-52.18,2,24,5,-86.14
dev,0.35,0.3,5,0.4,900,7,3,-77.46,-11.07,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.3,5,0.4,1800,7,4,-30.63,-4.38,2.93,-52.18,2,24,5,-89.65
dev,0.35,0.3,5,0.5,900,7,3,-77.46,-11.07,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.3,5,0.5,1800,7,4,-30.63,-4.38,2.93,-52.18,2,24,5,-89.65
dev,0.35,0.4,0,0.4,900,7,3,-95.52,-13.65,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.4,0,0.4,1800,7,4,-48.69,-6.96,2.93,-52.18,2,24,5,-107.71
dev,0.35,0.4,0,0.5,900,7,3,-95.52,-13.65,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.4,0,0.5,1800,7,4,-48.69,-6.96,2.93,-52.18,2,24,5,-107.71
dev,0.35,0.4,3,0.4,900,7,3,-30.4,-4.34,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.4,3,0.4,1800,7,4,16.43,2.35,2.93,-52.18,2,24,5,-86.14
dev,0.35,0.4,3,0.5,900,7,3,-30.4,-4.34,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.4,3,0.5,1800,7,4,16.43,2.35,2.93,-52.18,2,24,5,-86.14
dev,0.35,0.4,5,0.4,900,7,3,-95.52,-13.65,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.4,5,0.4,1800,7,4,-48.69,-6.96,2.93,-52.18,2,24,5,-107.71
dev,0.35,0.4,5,0.5,900,7,3,-95.52,-13.65,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.4,5,0.5,1800,7,4,-48.69,-6.96,2.93,-52.18,2,24,5,-107.71
dev,0.35,0.5,0,0.4,900,7,3,-102.51,-14.64,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.5,0,0.4,1800,7,4,40.4,5.77,2.93,-52.18,2,24,5,-86.14
dev,0.35,0.5,0,0.5,900,7,3,-102.51,-14.64,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.5,0,0.5,1800,7,4,40.4,5.77,2.93,-52.18,2,24,5,-86.14
dev,0.35,0.5,3,0.4,900,7,3,-30.4,-4.34,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.5,3,0.4,1800,7,4,16.43,2.35,2.93,-52.18,2,24,5,-86.14
dev,0.35,0.5,3,0.5,900,7,3,-30.4,-4.34,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.5,3,0.5,1800,7,4,16.43,2.35,2.93,-52.18,2,24,5,-86.14
dev,0.35,0.5,5,0.4,900,7,3,-102.51,-14.64,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.5,5,0.4,1800,7,4,40.4,5.77,2.93,-52.18,2,24,5,-86.14
dev,0.35,0.5,5,0.5,900,7,3,-102.51,-14.64,-1.42,-52.18,2,24,5,-132.97
dev,0.35,0.5,5,0.5,1800,7,4,40.4,5.77,2.93,-52.18,2,24,5,-86.14
dev,0.5,0.3,0,0.4,900,6,3,-25.28,-4.21,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.3,0,0.4,1800,6,4,21.55,3.59,5.49,-51.98,2,24,4,-37.47
dev,0.5,0.3,0,0.5,900,6,3,-25.28,-4.21,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.3,0,0.5,1800,6,4,21.55,3.59,5.49,-51.98,2,24,4,-37.47
dev,0.5,0.3,3,0.4,900,6,3,21.78,3.63,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.3,3,0.4,1800,6,4,68.61,11.44,5.49,-51.98,2,24,4,-33.96
dev,0.5,0.3,3,0.5,900,6,3,21.78,3.63,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.3,3,0.5,1800,6,4,68.61,11.44,5.49,-51.98,2,24,4,-33.96
dev,0.5,0.3,5,0.4,900,6,3,-25.28,-4.21,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.3,5,0.4,1800,6,4,21.55,3.59,5.49,-51.98,2,24,4,-37.47
dev,0.5,0.3,5,0.5,900,6,3,-25.28,-4.21,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.3,5,0.5,1800,6,4,21.55,3.59,5.49,-51.98,2,24,4,-37.47
dev,0.5,0.4,0,0.4,900,6,3,-43.34,-7.22,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.4,0,0.4,1800,6,4,3.49,0.58,5.49,-51.98,2,24,4,-55.53
dev,0.5,0.4,0,0.5,900,6,3,-43.34,-7.22,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.4,0,0.5,1800,6,4,3.49,0.58,5.49,-51.98,2,24,4,-55.53
dev,0.5,0.4,3,0.4,900,6,3,21.78,3.63,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.4,3,0.4,1800,6,4,68.61,11.44,5.49,-51.98,2,24,4,-33.96
dev,0.5,0.4,3,0.5,900,6,3,21.78,3.63,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.4,3,0.5,1800,6,4,68.61,11.44,5.49,-51.98,2,24,4,-33.96
dev,0.5,0.4,5,0.4,900,6,3,-43.34,-7.22,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.4,5,0.4,1800,6,4,3.49,0.58,5.49,-51.98,2,24,4,-55.53
dev,0.5,0.4,5,0.5,900,6,3,-43.34,-7.22,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.4,5,0.5,1800,6,4,3.49,0.58,5.49,-51.98,2,24,4,-55.53
dev,0.5,0.5,0,0.4,900,6,3,-50.33,-8.39,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.5,0,0.4,1800,6,4,92.58,15.43,5.49,-51.98,2,24,4,-33.96
dev,0.5,0.5,0,0.5,900,6,3,-50.33,-8.39,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.5,0,0.5,1800,6,4,92.58,15.43,5.49,-51.98,2,24,4,-33.96
dev,0.5,0.5,3,0.4,900,6,3,21.78,3.63,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.5,3,0.4,1800,6,4,68.61,11.44,5.49,-51.98,2,24,4,-33.96
dev,0.5,0.5,3,0.5,900,6,3,21.78,3.63,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.5,3,0.5,1800,6,4,68.61,11.44,5.49,-51.98,2,24,4,-33.96
dev,0.5,0.5,5,0.4,900,6,3,-50.33,-8.39,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.5,5,0.4,1800,6,4,92.58,15.43,5.49,-51.98,2,24,4,-33.96
dev,0.5,0.5,5,0.5,900,6,3,-50.33,-8.39,2.26,-51.98,2,24,4,-80.79
dev,0.5,0.5,5,0.5,1800,6,4,92.58,15.43,5.49,-51.98,2,24,4,-33.96
90,0.2,0.3,0,0.4,900,9,4,-33.21,-3.69,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.3,0,0.4,1800,9,5,520.79,57.87,2.93,-52.93,3,24,6,-33.54
90,0.2,0.3,0,0.5,900,9,4,-33.21,-3.69,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.3,0,0.5,1800,9,5,520.79,57.87,2.93,-52.93,3,24,6,-33.54
90,0.2,0.3,3,0.4,900,9,4,-18.79,-2.09,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.3,3,0.4,1800,9,5,130.36,14.48,2.93,-52.93,3,24,6,-19.12
90,0.2,0.3,3,0.5,900,9,4,-18.79,-2.09,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.3,3,0.5,1800,9,5,130.36,14.48,2.93,-52.93,3,24,6,-19.12
90,0.2,0.3,5,0.4,900,9,4,-33.21,-3.69,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.3,5,0.4,1800,9,5,334.97,37.22,2.93,-52.93,3,24,6,-33.54
90,0.2,0.3,5,0.5,900,9,4,-33.21,-3.69,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.3,5,0.5,1800,9,5,334.97,37.22,2.93,-52.93,3,24,6,-33.54
90,0.2,0.4,0,0.4,900,9,4,-55.41,-6.16,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.4,0,0.4,1800,9,5,382.2,42.47,2.93,-52.93,3,24,6,-55.74
90,0.2,0.4,0,0.5,900,9,4,-55.41,-6.16,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.4,0,0.5,1800,9,5,382.2,42.47,2.93,-52.93,3,24,6,-55.74
90,0.2,0.4,3,0.4,900,9,4,-18.79,-2.09,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.4,3,0.4,1800,9,5,130.36,14.48,2.93,-52.93,3,24,6,-19.12
90,0.2,0.4,3,0.5,900,9,4,-18.79,-2.09,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.4,3,0.5,1800,9,5,130.36,14.48,2.93,-52.93,3,24,6,-19.12
90,0.2,0.4,5,0.4,900,9,4,-55.41,-6.16,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.4,5,0.4,1800,9,5,312.77,34.75,2.93,-52.93,3,24,6,-55.74
90,0.2,0.4,5,0.5,900,9,4,-55.41,-6.16,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.4,5,0.5,1800,9,5,312.77,34.75,2.93,-52.93,3,24,6,-55.74
90,0.2,0.5,0,0.4,900,9,4,-39.19,-4.35,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.5,0,0.4,1800,9,5,902.57,100.29,2.93,-52.93,3,24,6,53.8
90,0.2,0.5,0,0.5,900,9,4,-39.19,-4.35,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.5,0,0.5,1800,9,5,902.57,100.29,2.93,-52.93,3,24,6,53.8
90,0.2,0.5,3,0.4,900,9,4,-18.79,-2.09,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.5,3,0.4,1800,9,5,130.36,14.48,2.93,-52.93,3,24,6,-19.12
90,0.2,0.5,3,0.5,900,9,4,-18.79,-2.09,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.5,3,0.5,1800,9,5,130.36,14.48,2.93,-52.93,3,24,6,-19.12
90,0.2,0.5,5,0.4,900,9,4,-39.19,-4.35,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.5,5,0.4,1800,9,5,422.31,46.92,2.93,-52.93,3,24,6,53.8
90,0.2,0.5,5,0.5,900,9,4,-39.19,-4.35,-1.42,-52.93,3,24,6,-113.02
90,0.2,0.5,5,0.5,1800,9,5,422.31,46.92,2.93,-52.93,3,24,6,53.8
90,0.35,0.3,0,0.4,900,7,3,-53.24,-7.61,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.3,0,0.4,1800,7,4,-6.39,-0.91,2.93,-52.93,2,24,5,-86.2
90,0.35,0.3,0,0.5,900,7,3,-53.24,-7.61,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.3,0,0.5,1800,7,4,-6.39,-0.91,2.93,-52.93,2,24,5,-86.2
90,0.35,0.3,3,0.4,900,7,3,-38.82,-5.55,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.3,3,0.4,1800,7,4,8.03,1.15,2.93,-52.93,2,24,5,-86.2
90,0.35,0.3,3,0.5,900,7,3,-38.82,-5.55,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.3,3,0.5,1800,7,4,8.03,1.15,2.93,-52.93,2,24,5,-86.2
90,0.35,0.3,5,0.4,900,7,3,-53.24,-7.61,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.3,5,0.4,1800,7,4,-6.39,-0.91,2.93,-52.93,2,24,5,-86.2
90,0.35,0.3,5,0.5,900,7,3,-53.24,-7.61,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.3,5,0.5,1800,7,4,-6.39,-0.91,2.93,-52.93,2,24,5,-86.2
90,0.35,0.4,0,0.4,900,7,3,-75.44,-10.78,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.4,0,0.4,1800,7,4,-28.59,-4.08,2.93,-52.93,2,24,5,-87.61
90,0.35,0.4,0,0.5,900,7,3,-75.44,-10.78,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.4,0,0.5,1800,7,4,-28.59,-4.08,2.93,-52.93,2,24,5,-87.61
90,0.35,0.4,3,0.4,900,7,3,-38.82,-5.55,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.4,3,0.4,1800,7,4,8.03,1.15,2.93,-52.93,2,24,5,-86.2
90,0.35,0.4,3,0.5,900,7,3,-38.82,-5.55,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.4,3,0.5,1800,7,4,8.03,1.15,2.93,-52.93,2,24,5,-86.2
90,0.35,0.4,5,0.4,900,7,3,-75.44,-10.78,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.4,5,0.4,1800,7,4,-28.59,-4.08,2.93,-52.93,2,24,5,-87.61
90,0.35,0.4,5,0.5,900,7,3,-75.44,-10.78,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.4,5,0.5,1800,7,4,-28.59,-4.08,2.93,-52.93,2,24,5,-87.61
90,0.35,0.5,0,0.4,900,7,3,-59.22,-8.46,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.5,0,0.4,1800,7,4,80.95,11.56,2.93,-52.93,2,24,5,-86.2
90,0.35,0.5,0,0.5,900,7,3,-59.22,-8.46,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.5,0,0.5,1800,7,4,80.95,11.56,2.93,-52.93,2,24,5,-86.2
90,0.35,0.5,3,0.4,900,7,3,-38.82,-5.55,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.5,3,0.4,1800,7,4,8.03,1.15,2.93,-52.93,2,24,5,-86.2
90,0.35,0.5,3,0.5,900,7,3,-38.82,-5.55,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.5,3,0.5,1800,7,4,8.03,1.15,2.93,-52.93,2,24,5,-86.2
90,0.35,0.5,5,0.4,900,7,3,-59.22,-8.46,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.5,5,0.4,1800,7,4,80.95,11.56,2.93,-52.93,2,24,5,-86.2
90,0.35,0.5,5,0.5,900,7,3,-59.22,-8.46,-1.42,-52.93,2,24,5,-133.05
90,0.35,0.5,5,0.5,1800,7,4,80.95,11.56,2.93,-52.93,2,24,5,-86.2
90,0.5,0.3,0,0.4,900,6,3,-0.31,-0.05,2.59,-51.98,2,24,4,-80.12
90,0.5,0.3,0,0.4,1800,6,4,46.54,7.76,5.84,-51.98,2,24,4,-33.27
90,0.5,0.3,0,0.5,900,6,3,-0.31,-0.05,2.59,-51.98,2,24,4,-80.12
90,0.5,0.3,0,0.5,1800,6,4,46.54,7.76,5.84,-51.98,2,24,4,-33.27
90,0.5,0.3,3,0.4,900,6,3,14.11,2.35,2.59,-51.98,2,24,4,-80.12
90,0.5,0.3,3,0.4,1800,6,4,60.96,10.16,5.84,-51.98,2,24,4,-33.27
90,0.5,0.3,3,0.5,900,6,3,14.11,2.35,2.59,-51.98,2,24,4,-80.12
90,0.5,0.3,3,0.5,1800,6,4,60.96,10.16,5.84,-51.98,2,24,4,-33.27
90,0.5,0.3,5,0.4,900,6,3,-0.31,-0.05,2.59,-51.98,2,24,4,-80.12
90,0.5,0.3,5,0.4,1800,6,4,46.54,7.76,5.84,-51.98,2,24,4,-33.27
90,0.5,0.3,5,0.5,900,6,3,-0.31,-0.05,2.59,-51.98,2,24,4,-80.12
90,0.5,0.3,5,0.5,1800,6,4,46.54,7.76,5.84,-51.98,2,24,4,-33.27
90,0.5,0.4,0,0.4,900,6,3,-22.51,-3.75,2.59,-51.98,2,24,4,-80.12
90,0.5,0.4,0,0.4,1800,6,4,24.34,4.06,5.84,-51.98,2,24,4,-34.68
90,0.5,0.4,0,0.5,900,6,3,-22.51,-3.75,2.59,-51.98,2,24,4,-80.12
90,0.5,0.4,0,0.5,1800,6,4,24.34,4.06,5.84,-51.98,2,24,4,-34.68
90,0.5,0.4,3,0.4,900,6,3,14.11,2.35,2.59,-51.98,2,24,4,-80.12
90,0.5,0.4,3,0.4,1800,6,4,60.96,10.16,5.84,-51.98,2,24,4,-33.27
90,0.5,0.4,3,0.5,900,6,3,14.11,2.35,2.59,-51.98,2,24,4,-80.12
90,0.5,0.4,3,0.5,1800,6,4,60.96,10.16,5.84,-51.98,2,24,4,-33.27
90,0.5,0.4,5,0.4,900,6,3,-22.51,-3.75,2.59,-51.98,2,24,4,-80.12
90,0.5,0.4,5,0.4,1800,6,4,24.34,4.06,5.84,-51.98,2,24,4,-34.68
90,0.5,0.4,5,0.5,900,6,3,-22.51,-3.75,2.59,-51.98,2,24,4,-80.12
90,0.5,0.4,5,0.5,1800,6,4,24.34,4.06,5.84,-51.98,2,24,4,-34.68
90,0.5,0.5,0,0.4,900,6,3,-6.29,-1.05,2.59,-51.98,2,24,4,-80.12
90,0.5,0.5,0,0.4,1800,6,4,133.88,22.31,5.84,-51.98,2,24,4,-33.27
90,0.5,0.5,0,0.5,900,6,3,-6.29,-1.05,2.59,-51.98,2,24,4,-80.12
90,0.5,0.5,0,0.5,1800,6,4,133.88,22.31,5.84,-51.98,2,24,4,-33.27
90,0.5,0.5,3,0.4,900,6,3,14.11,2.35,2.59,-51.98,2,24,4,-80.12
90,0.5,0.5,3,0.4,1800,6,4,60.96,10.16,5.84,-51.98,2,24,4,-33.27
90,0.5,0.5,3,0.5,900,6,3,14.11,2.35,2.59,-51.98,2,24,4,-80.12
90,0.5,0.5,3,0.5,1800,6,4,60.96,10.16,5.84,-51.98,2,24,4,-33.27
90,0.5,0.5,5,0.4,900,6,3,-6.29,-1.05,2.59,-51.98,2,24,4,-80.12
90,0.5,0.5,5,0.4,1800,6,4,133.88,22.31,5.84,-51.98,2,24,4,-33.27
90,0.5,0.5,5,0.5,900,6,3,-6.29,-1.05,2.59,-51.98,2,24,4,-80.12
90,0.5,0.5,5,0.5,1800,6,4,133.88,22.31,5.84,-51.98,2,24,4,-33.27
180,0.2,0.3,0,0.4,900,9,4,274.8,30.53,-5.37,-52.72,3,24,6,-135.66
180,0.2,0.3,0,0.4,1800,9,4,359.06,39.9,-1.38,-52.72,3,24,6,-89.54
180,0.2,0.3,0,0.5,900,9,4,274.8,30.53,-5.37,-52.72,3,24,6,-135.66
180,0.2,0.3,0,0.5,1800,9,4,359.06,39.9,-1.38,-52.72,3,24,6,-89.54
180,0.2,0.3,3,0.4,900,9,4,-21.24,-2.36,-5.37,-52.72,3,24,6,-135.66
180,0.2,0.3,3,0.4,1800,9,4,24.88,2.76,-1.38,-52.72,3,24,6,-89.54
180,0.2,0.3,3,0.5,900,9,4,-21.24,-2.36,-5.37,-52.72,3,24,6,-135.66
180,0.2,0.3,3,0.5,1800,9,4,24.88,2.76,-1.38,-52.72,3,24,6,-89.54
180,0.2,0.3,5,0.4,900,9,4,159.48,17.72,-5.37,-52.72,3,24,6,-135.66
180,0.2,0.3,5,0.4,1800,9,4,205.6,22.84,-1.38,-52.72,3,24,6,-89.54
180,0.2,0.3,5,0.5,900,9,4,159.48,17.72,-5.37,-52.72,3,24,6,-135.66
180,0.2,0.3,5,0.5,1800,9,4,205.6,22.84,-1.38,-52.72,3,24,6,-89.54
180,0.2,0.4,0,0.4,900,9,4,260.7,28.97,-5.37,-52.72,3,24,6,-149.76
180,0.2,0.4,0,0.4,1800,9,4,248.74,27.64,-1.38,-52.72,3,24,6,-103.64
180,0.2,0.4,0,0.5,900,9,4,260.7,28.97,-5.37,-52.72,3,24,6,-149.76
180,0.2,0.4,0,0.5,1800,9,4,248.74,27.64,-1.38,-52.72,3,24,6,-103.64
180,0.2,0.4,3,0.4,900,9,4,-35.34,-3.93,-5.37,-52.72,3,24,6,-149.76
180,0.2,0.4,3,0.4,1800,9,4,10.78,1.2,-1.38,-52.72,3,24,6,-103.64
180,0.2,0.4,3,0.5,900,9,4,-35.34,-3.93,-5.37,-52.72,3,24,6,-149.76
180,0.2,0.4,3,0.5,1800,9,4,10.78,1.2,-1.38,-52.72,3,24,6,-103.64
180,0.2,0.4,5,0.4,900,9,4,145.38,16.15,-5.37,-52.72,3,24,6,-149.76
180,0.2,0.4,5,0.4,1800,9,4,191.5,21.28,-1.38,-52.72,3,24,6,-103.64
180,0.2,0.4,5,0.5,900,9,4,145.38,16.15,-5.37,-52.72,3,24,6,-149.76
180,0.2,0.4,5,0.5,1800,9,4,191.5,21.28,-1.38,-52.72,3,24,6,-103.64
180,0.2,0.5,0,0.4,900,9,4,279.11,31.01,-5.37,-52.72,3,24,6,-131.35
180,0.2,0.5,0,0.4,1800,9,4,657.98,73.11,-1.38,-52.72,3,24,6,-34.11
180,0.2,0.5,0,0.5,900,9,4,279.11,31.01,-5.37,-52.72,3,24,6,-131.35
180,0.2,0.5,0,0.5,1800,9,4,657.98,73.11,-1.38,-52.72,3,24,6,-34.11
180,0.2,0.5,3,0.4,900,9,4,-16.93,-1.88,-5.37,-52.72,3,24,6,-131.35
180,0.2,0.5,3,0.4,1800,9,4,80.31,8.92,-1.38,-52.72,3,24,6,-34.11
180,0.2,0.5,3,0.5,900,9,4,-16.93,-1.88,-5.37,-52.72,3,24,6,-131.35
180,0.2,0.5,3,0.5,1800,9,4,80.31,8.92,-1.38,-52.72,3,24,6,-34.11
180,0.2,0.5,5,0.4,900,9,4,163.79,18.2,-5.37,-52.72,3,24,6,-131.35
180,0.2,0.5,5,0.4,1800,9,4,261.03,29.0,-1.38,-52.72,3,24,6,-34.11
180,0.2,0.5,5,0.5,900,9,4,163.79,18.2,-5.37,-52.72,3,24,6,-131.35
180,0.2,0.5,5,0.5,1800,9,4,261.03,29.0,-1.38,-52.72,3,24,6,-34.11
180,0.35,0.3,0,0.4,900,7,3,-108.46,-15.49,-5.37,-52.72,2,24,5,-140.7
180,0.35,0.3,0,0.4,1800,7,3,-62.34,-8.91,-1.38,-52.72,2,24,5,-120.76
180,0.35,0.3,0,0.5,900,7,3,-108.46,-15.49,-5.37,-52.72,2,24,5,-140.7
180,0.35,0.3,0,0.5,1800,7,3,-62.34,-8.91,-1.38,-52.72,2,24,5,-120.76
180,0.35,0.3,3,0.4,900,7,3,-108.46,-15.49,-5.37,-52.72,2,24,5,-140.7
180,0.35,0.3,3,0.4,1800,7,3,-62.34,-8.91,-1.38,-52.72,2,24,5,-120.76
180,0.35,0.3,3,0.5,900,7,3,-108.46,-15.49,-5.37,-52.72,2,24,5,-140.7
180,0.35,0.3,3,0.5,1800,7,3,-62.34,-8.91,-1.38,-52.72,2,24,5,-120.76
180,0.35,0.3,5,0.4,900,7,3,-108.46,-15.49,-5.37,-52.72,2,24,5,-140.7
180,0.35,0.3,5,0.4,1800,7,3,-62.34,-8.91,-1.38,-52.72,2,24,5,-120.76
180,0.35,0.3,5,0.5,900,7,3,-108.46,-15.49,-5.37,-52.72,2,24,5,-140.7
180,0.35,0.3,5,0.5,1800,7,3,-62.34,-8.91,-1.38,-52.72,2,24,5,-120.76
